word,difficulty_0_100,level,letters,syllables,tags
emphasises,56.49917205649147,medium,10,4,uk_ise
charitably,56.49917205649147,medium,10,4,able_ible
visualises,56.49917205649147,medium,10,4,uk_ise
symbolises,56.49917205649147,medium,10,4,uk_ise
visualised,56.49917205649147,medium,10,4,uk_ise
alteration,56.49917205649147,medium,10,4,tion
reasonably,56.49917205649147,medium,10,4,able_ible
noticeably,56.49917205649147,medium,10,4,able_ible
emphasised,56.49917205649147,medium,10,4,uk_ise
maximising,56.49917205649147,medium,10,4,uk_ise
aspiration,56.49917205649147,medium,10,4,tion
stabilises,56.49917205649147,medium,10,4,uk_ise
symbolised,56.49917205649147,medium,10,4,uk_ise
minimising,56.49917205649147,medium,10,4,uk_ise
automation,56.49917205649147,medium,10,4,tion
optimising,56.49917205649147,medium,10,4,uk_ise
dedication,56.49917205649147,medium,10,4,tion
affordable,56.49917205649147,medium,10,4,able_ible
manageably,56.49917205649147,medium,10,4,able_ible
annotation,56.49917205649147,medium,10,4,tion
explosion,56.81892269801423,medium,9,3,sion;tion
inclusion,56.81892269801423,medium,9,3,sion;tion
collision,56.81892269801423,medium,9,3,sion;tion
anaemia,57.45842398105975,medium,7,3,ae_oe
construction,57.45842398105975,medium,12,3,tion
subscription,57.45842398105975,medium,12,3,tion
anaemic,57.45842398105975,medium,7,3,ae_oe
endeavoured,57.77817462258251,medium,11,4,uk_our
millimetres,57.77817462258251,medium,11,4,uk_re
centimetres,57.77817462258251,medium,11,4,uk_re
millilitres,57.77817462258251,medium,11,4,uk_re
transfusion,57.77817462258251,medium,11,3,sion
aerodynamic,57.77817462258251,medium,11,5,prefix
behavioural,57.77817462258251,medium,11,4,uk_our
confession,58.09792526410527,medium,10,3,ssion
aggression,58.09792526410527,medium,10,3,ssion
photograph,58.09792526410527,medium,10,3,greek_ph_ch;prefix
submission,58.09792526410527,medium,10,3,ssion
reflection,58.09792526410527,medium,10,3,science;tion
impression,58.09792526410527,medium,10,3,ssion
procession,58.09792526410527,medium,10,3,ssion
succession,58.09792526410527,medium,10,3,ssion
digression,58.09792526410527,medium,10,3,ssion
commission,58.09792526410527,medium,10,3,ssion
permission,58.09792526410527,medium,10,3,ssion
possession,58.09792526410527,medium,10,3,ssion
discussion,58.09792526410527,medium,10,3,ssion
accompany,58.41767590562803,medium,9,4,tricky
diarrhoea,58.41767590562803,medium,9,2,ae_oe
manoeuvre,58.41767590562803,medium,9,2,ae_oe
necessary,58.41767590562803,medium,9,4,tricky
initially,58.41767590562803,medium,9,4,tial_cial
dialysing,58.41767590562803,medium,9,3,uk_yse
community,58.41767590562803,medium,9,4,tricky
sincerely,58.41767590562803,medium,9,4,tricky
hydrolyse,58.41767590562803,medium,9,3,uk_yse
secretary,58.41767590562803,medium,9,4,tricky
curiosity,58.41767590562803,medium,9,4,tricky
invertebrate,59.057177188673556,medium,12,4,science
condensation,59.057177188673556,medium,12,4,science
leisure,59.057177188673556,medium,7,2,ei_ie;tricky
achieve,59.057177188673556,medium,7,2,ei_ie;tricky
symbolising,59.37692783019632,medium,11,4,uk_ise
vaccination,59.37692783019632,medium,11,4,tion
importation,59.37692783019632,medium,11,4,tion
recognising,59.37692783019632,medium,11,4,uk_ise
centralises,59.37692783019632,medium,11,4,uk_ise
information,59.37692783019632,medium,11,4,tion
destination,59.37692783019632,medium,11,4,tion
stabilising,59.37692783019632,medium,11,4,uk_ise
modernising,59.37692783019632,medium,11,4,uk_ise
calculation,59.37692783019632,medium,11,4,tion
summarising,59.37692783019632,medium,11,4,uk_ise
combination,59.37692783019632,medium,11,4,tion
fabrication,59.37692783019632,medium,11,4,tion
negotiation,59.37692783019632,medium,11,4,tion
nationalise,59.37692783019632,medium,11,4,uk_ise
neutralised,59.37692783019632,medium,11,4,uk_ise
ventilation,59.37692783019632,medium,11,4,tion
integration,59.37692783019632,medium,11,4,tion
affirmation,59.37692783019632,medium,11,4,tion
realisation,59.37692783019632,medium,11,4,uk_ise
emphasising,59.37692783019632,medium,11,4,uk_ise
fascination,59.37692783019632,medium,11,4,tion
authorising,59.37692783019632,medium,11,4,uk_ise
fertilising,59.37692783019632,medium,11,4,uk_ise
prioritises,59.37692783019632,medium,11,4,uk_ise
visualising,59.37692783019632,medium,11,4,uk_ise
criticising,59.37692783019632,medium,11,4,uk_ise
centralised,59.37692783019632,medium,11,4,uk_ise
specialises,59.37692783019632,medium,11,4,uk_ise
specialised,59.37692783019632,medium,11,4,uk_ise
prioritised,59.37692783019632,medium,11,4,uk_ise
application,59.37692783019632,medium,11,4,tion
neutralises,59.37692783019632,medium,11,4,uk_ise
legislation,59.37692783019632,medium,11,4,tion
compilation,59.37692783019632,medium,11,4,tion
hospitalise,59.37692783019632,medium,11,4,uk_ise
circulation,59.37692783019632,medium,11,4,tion
respectably,59.37692783019632,medium,11,4,able_ible
exploration,59.37692783019632,medium,11,4,tion
recognition,59.37692783019632,medium,11,4,tion
respectable,59.37692783019632,medium,11,4,able_ible
cooperation,59.37692783019632,medium,11,4,tion
comfortable,59.37692783019632,medium,11,4,able_ible
globalising,59.37692783019632,medium,11,4,uk_ise
improvising,59.37692783019632,medium,11,4,uk_ise
collapsibly,59.37692783019632,medium,11,4,able_ible
predictable,59.37692783019632,medium,11,4,able_ible
restoration,59.37692783019632,medium,11,4,tion
composition,59.37692783019632,medium,11,4,tion
immigration,59.37692783019632,medium,11,4,tion
publication,59.37692783019632,medium,11,4,tion
collapsible,59.37692783019632,medium,11,4,able_ible
oscillation,59.37692783019632,medium,11,4,tion
advertising,59.37692783019632,medium,11,4,uk_ise
orientation,59.37692783019632,medium,11,4,tion
responsible,59.37692783019632,medium,11,4,able_ible
preparation,59.37692783019632,medium,11,4,tion
observation,59.37692783019632,medium,11,4,tion
supervising,59.37692783019632,medium,11,4,uk_ise
celebration,59.37692783019632,medium,11,4,tion
monologues,59.69667847171908,hard,10,4,uk_logue
catalogues,59.69667847171908,hard,10,4,uk_logue
incredibly,59.69667847171908,hard,10,4,ably_ibly
catalogued,59.69667847171908,hard,10,4,uk_logue
technology,59.69667847171908,hard,10,4,greek_ph_ch
analysed,60.3361797547646,hard,8,4,uk_yse
analyses,60.3361797547646,hard,8,4,uk_yse
analysis,60.3361797547646,hard,8,4,uk_yse
endeavouring,60.65593039628736,hard,12,4,uk_our
denominator,60.97568103781012,hard,11,5,math
equilateral,60.97568103781012,hard,11,5,math
progression,60.97568103781012,hard,11,3,ssion
probability,60.97568103781012,hard,11,5,math
evaporation,60.97568103781012,hard,11,5,science
suppression,60.97568103781012,hard,11,3,ssion
parliament,61.29543167933288,hard,10,3,tricky
technician,61.29543167933288,hard,10,3,cian
beautician,61.29543167933288,hard,10,3,cian
restaurant,61.29543167933288,hard,10,3,tricky
torrential,61.29543167933288,hard,10,3,tial_cial
disastrous,61.29543167933288,hard,10,3,tricky
prudential,61.29543167933288,hard,10,3,tial_cial
sufficient,61.29543167933288,hard,10,3,tricky
aggressive,61.29543167933288,hard,10,3,tricky
inevitable,61.29543167933288,hard,10,5,able_ible
appreciate,61.29543167933288,hard,10,3,tricky
government,61.29543167933288,hard,10,3,tricky
correspond,61.29543167933288,hard,10,3,tricky
commercial,61.29543167933288,hard,10,3,tial_cial
apologised,61.29543167933288,hard,10,5,uk_ise
provincial,61.29543167933288,hard,10,3,tial_cial
apologises,61.29543167933288,hard,10,5,uk_ise
sequential,61.29543167933288,hard,10,3,tial_cial
questionably,62.25468360390117,hard,12,4,able_ible
preservation,62.25468360390117,hard,12,4,tion
characterise,62.25468360390117,hard,12,4,uk_ise
specialising,62.25468360390117,hard,12,4,uk_ise
prioritising,62.25468360390117,hard,12,4,uk_ise
neutralising,62.25468360390117,hard,12,4,uk_ise
distribution,62.25468360390117,hard,12,4,tion
contribution,62.25468360390117,hard,12,4,tion
coordination,62.25468360390117,hard,12,4,tion
standardises,62.25468360390117,hard,12,4,uk_ise
confirmation,62.25468360390117,hard,12,4,tion
conversation,62.25468360390117,hard,12,4,tion
consultation,62.25468360390117,hard,12,4,tion
implantation,62.25468360390117,hard,12,4,tion
realisations,62.25468360390117,hard,12,4,uk_ise
introduction,62.25468360390117,hard,12,4,tion
presentation,62.25468360390117,hard,12,4,tion
questionable,62.25468360390117,hard,12,4,able_ible
illustration,62.25468360390117,hard,12,4,tion
continuation,62.25468360390117,hard,12,4,tion
centralising,62.25468360390117,hard,12,4,uk_ise
standardised,62.25468360390117,hard,12,4,uk_ise
photography,62.57443424542393,hard,11,4,greek_ph_ch
travelogues,62.57443424542393,hard,11,4,uk_logue
cataloguing,62.57443424542393,hard,11,4,uk_logue
supervision,62.57443424542393,hard,11,4,sion
television,62.89418488694669,hard,10,4,prefix;sion
throughout,62.89418488694669,hard,10,2,ough
leukaemia,63.21393552846945,hard,9,3,ae_oe
oestrogen,63.21393552846945,hard,9,3,ae_oe
paralyses,63.21393552846945,hard,9,4,uk_yse
paralysis,63.21393552846945,hard,9,4,uk_yse
catalysed,63.21393552846945,hard,9,4,uk_yse
catalysis,63.21393552846945,hard,9,4,uk_yse
paralysed,63.21393552846945,hard,9,4,uk_yse
catalyses,63.21393552846945,hard,9,4,uk_yse
recognise,63.21393552846945,hard,9,3,tricky;uk_ise
analysing,63.21393552846945,hard,9,4,uk_yse
architect,63.21393552846945,hard,9,3,greek_ph_ch;silent
neighbourhood,63.53368616999221,hard,13,3,uk_our
transmission,63.85343681151497,hard,12,3,ssion
apologising,64.17318745303773,hard,11,5,uk_ise
convenience,64.17318745303773,hard,11,3,tricky
capitalises,64.17318745303773,hard,11,5,uk_ise
capitalised,64.17318745303773,hard,11,5,uk_ise
substantial,64.17318745303773,hard,11,3,tial_cial
imagination,64.17318745303773,hard,11,5,tion
elimination,64.17318745303773,hard,11,5,tion
mischievous,64.17318745303773,hard,11,3,tricky
influential,64.17318745303773,hard,11,3,tial_cial
expression,64.49293809456049,hard,10,3,math;ssion
architecture,65.45219001912878,hard,12,4,greek_ph_ch
politician,66.0916913021743,hard,10,4,cian
dictionary,66.0916913021743,hard,10,4,tricky
officially,66.0916913021743,hard,10,4,tial_cial
artificial,66.0916913021743,hard,10,4,tial_cial
beneficial,66.0916913021743,hard,10,4,tial_cial
exaggerate,66.0916913021743,hard,10,4,tricky
individual,66.0916913021743,hard,10,4,tricky
determined,66.0916913021743,hard,10,4,tricky
circumference,66.73119258521982,hard,13,4,math
february,66.73119258521982,hard,8,3,silent;tricky
nationalises,67.05094322674258,hard,12,5,uk_ise
depopulation,67.05094322674258,hard,12,5,tion
maximisation,67.05094322674258,hard,12,5,uk_ise
capitalising,67.05094322674258,hard,12,5,uk_ise
humanisation,67.05094322674258,hard,12,5,uk_ise
deliberation,67.05094322674258,hard,12,5,tion
minimisation,67.05094322674258,hard,12,5,uk_ise
hospitalised,67.05094322674258,hard,12,5,uk_ise
hospitalises,67.05094322674258,hard,12,5,uk_ise
penalisation,67.05094322674258,hard,12,5,uk_ise
considerable,67.05094322674258,hard,12,5,able_ible
optimisation,67.05094322674258,hard,12,5,uk_ise
irresistibly,67.05094322674258,hard,12,5,able_ible
legalisation,67.05094322674258,hard,12,5,uk_ise
irresistible,67.05094322674258,hard,12,5,able_ible
nationalised,67.05094322674258,hard,12,5,uk_ise
considerably,67.05094322674258,hard,12,5,able_ible
memorisation,67.05094322674258,hard,12,5,uk_ise
available,68.01019515131085,hard,9,4,able_ible;tricky
aetiology,68.01019515131085,hard,9,4,ae_oe
residential,68.96944707587915,hard,11,4,tial_cial
communicate,68.96944707587915,hard,11,4,tricky
electrician,68.96944707587915,hard,11,4,cian
accommodate,68.96944707587915,hard,11,4,tricky
controversy,68.96944707587915,hard,11,4,tricky
dependably,69.2891977174019,hard,10,4,able_ible;ably_ibly
remarkably,69.2891977174019,hard,10,4,able_ible;ably_ibly
reversibly,69.2891977174019,hard,10,4,able_ible;ably_ibly
wednesday,69.60894835892466,hard,9,3,silent;tricky
chocolate,69.60894835892466,hard,9,3,silent;tricky
raspberry,69.60894835892466,hard,9,3,silent;tricky
knowledgeable,69.92869900044742,hard,13,4,able_ible
standardising,69.92869900044742,hard,13,4,uk_ise
knowledgeably,69.92869900044742,hard,13,4,able_ible
concentration,69.92869900044742,hard,13,4,tion
demonstration,69.92869900044742,hard,13,4,tion
industrialise,69.92869900044742,hard,13,4,uk_ise
manoeuvres,70.8879509250157,hard,10,3,ae_oe
conclusion,70.8879509250157,hard,10,3,science;sion;tion
paralysing,70.8879509250157,hard,10,4,uk_yse
catalysing,70.8879509250157,hard,10,4,uk_yse
hydrolysis,70.8879509250157,hard,10,4,uk_yse
hydrolyses,70.8879509250157,hard,10,4,uk_yse
manoeuvred,70.8879509250157,hard,10,3,ae_oe
marvellous,70.8879509250157,hard,10,3,double_l;tricky
hydrolysed,70.8879509250157,hard,10,4,uk_yse
paediatric,70.8879509250157,hard,10,3,ae_oe
parallelogram,71.52745220806122,hard,13,5,math
quadrilateral,71.52745220806122,hard,13,5,math
perpendicular,71.52745220806122,hard,13,5,math
confidential,71.847202849584,hard,12,4,tial_cial
statistician,71.847202849584,hard,12,4,cian
installation,71.847202849584,hard,12,4,double_l;tion
responsibly,72.16695349110674,hard,11,4,able_ible;ably_ibly
predictably,72.16695349110674,hard,11,4,able_ible;ably_ibly
comfortably,72.16695349110674,hard,11,4,able_ible;ably_ibly
conscience,72.48670413262951,hard,10,2,silent;tricky
neighbour,72.80645477415227,hard,9,2,ei_ie;tricky;uk_our
opportunity,73.76570669872055,hard,11,5,tricky
hydrolysing,73.76570669872055,hard,11,4,uk_yse
manoeuvring,73.76570669872055,hard,11,3,ae_oe
paediatrics,73.76570669872055,hard,11,3,ae_oe
electrolyte,73.76570669872055,hard,11,4,uk_yse
immediately,73.76570669872055,hard,11,5,tricky
electrolyse,73.76570669872055,hard,11,4,uk_yse
inevitably,74.08545734024332,hard,10,5,able_ible;ably_ibly
multiplication,74.40520798176608,hard,14,5,math
hospitalising,74.72495862328884,hard,13,5,uk_ise
humanisations,74.72495862328884,hard,13,5,uk_ise
visualisation,74.72495862328884,hard,13,5,uk_ise
ornamentation,74.72495862328884,hard,13,5,tion
memorisations,74.72495862328884,hard,13,5,uk_ise
sterilisation,74.72495862328884,hard,13,5,tion
contamination,74.72495862328884,hard,13,5,tion
maximisations,74.72495862328884,hard,13,5,uk_ise
configuration,74.72495862328884,hard,13,5,tion
participation,74.72495862328884,hard,13,5,tion
optimisations,74.72495862328884,hard,13,5,uk_ise
communication,74.72495862328884,hard,13,5,tion
indispensably,74.72495862328884,hard,13,5,able_ible
investigation,74.72495862328884,hard,13,5,tion
qualification,74.72495862328884,hard,13,5,tion
minimisations,74.72495862328884,hard,13,5,uk_ise
consideration,74.72495862328884,hard,13,5,tion
globalisation,74.72495862328884,hard,13,5,uk_ise
summarisation,74.72495862328884,hard,13,5,uk_ise
indispensable,74.72495862328884,hard,13,5,able_ible
modernisation,74.72495862328884,hard,13,5,uk_ise
nationalising,74.72495862328884,hard,13,5,uk_ise
symbolisation,74.72495862328884,hard,13,5,uk_ise
criticisation,74.72495862328884,hard,13,5,uk_ise
characterised,74.72495862328884,hard,13,5,uk_ise
authorisation,74.72495862328884,hard,13,5,uk_ise
characterises,74.72495862328884,hard,13,5,uk_ise
recognisation,74.72495862328884,hard,13,5,uk_ise
emphasisation,74.72495862328884,hard,13,5,uk_ise
documentation,74.72495862328884,hard,13,5,tion
legalisations,74.72495862328884,hard,13,5,uk_ise
penalisations,74.72495862328884,hard,13,5,uk_ise
fertilisation,74.72495862328884,hard,13,5,uk_ise
determination,74.72495862328884,hard,13,5,tion
organisations,74.72495862328884,hard,13,5,uk_ise
civilisations,74.72495862328884,hard,13,5,uk_ise
foreign,75.0447092648116,hard,7,2,ei_ie;silent;tricky
environment,75.36445990633436,hard,11,4,science;tricky
temperature,75.36445990633436,hard,11,4,science;tricky
analytical,75.68421054785712,hard,10,5,uk_yse
organisation,76.6434624724254,hard,12,5,tion;uk_ise
civilisation,76.6434624724254,hard,12,5,tion;uk_ise
profession,77.28296375547092,hard,10,3,ssion;tricky
stabilisations,77.60271439699369,hard,14,5,uk_ise
fertilisations,77.60271439699369,hard,14,5,uk_ise
specialisation,77.60271439699369,hard,14,5,uk_ise
prioritisation,77.60271439699369,hard,14,5,uk_ise
visualisations,77.60271439699369,hard,14,5,uk_ise
characterising,77.60271439699369,hard,14,5,uk_ise
emphasisations,77.60271439699369,hard,14,5,uk_ise
symbolisations,77.60271439699369,hard,14,5,uk_ise
summarisations,77.60271439699369,hard,14,5,uk_ise
neutralisation,77.60271439699369,hard,14,5,uk_ise
criticisations,77.60271439699369,hard,14,5,uk_ise
authorisations,77.60271439699369,hard,14,5,uk_ise
centralisation,77.60271439699369,hard,14,5,uk_ise
industrialises,77.60271439699369,hard,14,5,uk_ise
industrialised,77.60271439699369,hard,14,5,uk_ise
modernisations,77.60271439699369,hard,14,5,uk_ise
recognisations,77.60271439699369,hard,14,5,uk_ise
globalisations,77.60271439699369,hard,14,5,uk_ise
comprehensibly,77.60271439699369,hard,14,5,able_ible
comprehensible,77.60271439699369,hard,14,5,able_ible
stomach,78.24221568003921,hard,7,2,greek_ph_ch;science;silent;tricky
competition,78.56196632156197,hard,11,4,tion;tricky
anaesthetic,78.56196632156197,hard,11,4,ae_oe
explanation,78.56196632156197,hard,11,4,tion;tricky
archaeology,78.56196632156197,hard,11,4,ae_oe
anaesthesia,78.56196632156197,hard,11,4,ae_oe
apologisation,79.52121824613025,hard,13,6,uk_ise
specialisations,80.48047017069854,hard,15,5,uk_ise
prioritisations,80.48047017069854,hard,15,5,uk_ise
neutralisations,80.48047017069854,hard,15,5,uk_ise
industrialising,80.48047017069854,hard,15,5,uk_ise
centralisations,80.48047017069854,hard,15,5,uk_ise
anaesthetist,81.43972209526682,hard,12,4,ae_oe
electrolysed,81.43972209526682,hard,12,5,uk_yse
electrolysis,81.43972209526682,hard,12,5,uk_yse
electrolyses,81.43972209526682,hard,12,5,uk_yse
circumstantial,82.3989740198351,hard,14,4,tial_cial
apologisations,82.3989740198351,hard,14,6,uk_ise
capitalisation,82.3989740198351,hard,14,6,uk_ise
stabilisation,84.31747786897166,hard,13,5,tion;uk_ise
mathematician,84.31747786897166,hard,13,5,cian
capitalisations,85.27672979353994,hard,15,6,uk_ise
nationalisation,85.27672979353994,hard,15,6,uk_ise
intensification,85.27672979353994,hard,15,6,tion
especially,85.27672979353994,hard,10,4,tial_cial;tricky
hospitalisation,85.27672979353994,hard,15,6,uk_ise
electrolysing,89.11373749181308,hard,13,5,uk_yse
archaeologist,89.11373749181308,hard,13,4,ae_oe
paediatrician,89.11373749181308,hard,13,4,ae_oe
pronunciation,89.11373749181308,hard,13,4,tion;tricky
standardisations,89.7532387748586,hard,16,5,uk_ise
standardisation,90.07298941638136,hard,15,5,tion;uk_ise
photosynthesis,90.39274005790412,hard,14,5,greek_ph_ch;prefix;science
archaeologists,91.99149326551793,hard,14,4,ae_oe
encyclopaedia,93.90999711465449,hard,13,5,ae_oe
hospitalisations,94.5494983977,hard,16,6,uk_ise
nationalisations,94.5494983977,hard,16,6,uk_ise
characterisation,94.5494983977,hard,16,6,uk_ise
archaeological,96.78775288835934,hard,14,5,ae_oe
industrialisation,97.42725417140485,hard,17,6,uk_ise
characterisations,97.42725417140485,hard,17,6,uk_ise
industrialisations,100.0,hard,18,6,uk_ise
